cliente,abandona,meses_activos,valor_final,retorno_anual,frecuencia_rebalanceo,comision_total
375,True,15,975730.86,-0.0195,0.9333,12817.13
376,True,15,979885.66,-0.0161,1.0,12864.48
377,True,15,975730.86,-0.0195,0.9333,12817.13
378,True,15,979885.66,-0.0161,1.0,12864.48
379,True,15,975730.86,-0.0195,0.9333,12817.13
380,True,15,979885.66,-0.0161,1.0,12864.48
381,True,15,979885.66,-0.0161,1.0,12864.48
382,True,15,979885.66,-0.0161,1.0,12864.48
383,True,15,979885.66,-0.0161,1.0,12864.48
384,True,15,979885.66,-0.0161,1.0,12864.48
385,True,15,979885.66,-0.0161,1.0,12864.48
386,True,15,978481.55,-0.0173,0.8667,12846.07
387,True,15,979885.66,-0.0161,1.0,12864.48
388,True,15,979885.66,-0.0161,1.0,12864.48
389,True,15,979885.66,-0.0161,1.0,12864.48
390,True,15,979885.66,-0.0161,1.0,12864.48
391,True,15,975730.86,-0.0195,0.9333,12817.13
392,True,15,979885.66,-0.0161,1.0,12864.48
393,True,15,979885.66,-0.0161,1.0,12864.48
394,True,15,978481.55,-0.0173,0.8667,12846.07
395,True,16,998043.62,-0.0015,1.0,13696.88
396,True,15,979885.66,-0.0161,1.0,12864.48
397,True,15,979885.66,-0.0161,1.0,12864.48
398,True,15,981269.1,-0.015,0.9333,12879.04
399,True,16,998043.62,-0.0015,1.0,13696.88
400,True,16,998043.62,-0.0015,1.0,13696.88
401,True,15,979885.66,-0.0161,1.0,12864.48
402,True,15,979885.66,-0.0161,1.0,12864.48
403,True,15,979885.66,-0.0161,1.0,12864.48
404,True,15,979885.66,-0.0161,1.0,12864.48
405,True,15,979885.66,-0.0161,1.0,12864.48
406,True,15,979885.66,-0.0161,1.0,12864.48
407,True,15,979885.66,-0.0161,1.0,12864.48
408,True,16,993811.82,-0.0046,0.875,13645.99
409,True,16,999452.7,-0.0004,0.9375,13712.61
410,True,15,979885.66,-0.0161,1.0,12864.48
411,True,16,998043.62,-0.0015,1.0,13696.88
412,True,15,979885.66,-0.0161,1.0,12864.48
413,True,15,979885.66,-0.0161,1.0,12864.48
414,True,15,979885.66,-0.0161,1.0,12864.48
415,True,15,979885.66,-0.0161,1.0,12864.48
416,True,15,975730.86,-0.0195,0.9333,12817.13
417,True,15,979885.66,-0.0161,1.0,12864.48
418,True,42,965904.79,-0.0099,0.9762,36468.24
419,True,15,979885.66,-0.0161,1.0,12864.48
420,True,15,979885.66,-0.0161,1.0,12864.48
421,True,15,981269.1,-0.015,0.9333,12879.04
422,True,15,979885.66,-0.0161,1.0,12864.48
423,True,15,979885.66,-0.0161,1.0,12864.48
424,True,15,979885.66,-0.0161,1.0,12864.48
425,True,15,979885.66,-0.0161,1.0,12864.48
426,True,15,979885.66,-0.0161,1.0,12864.48
427,True,15,979885.66,-0.0161,1.0,12864.48
428,True,15,979885.66,-0.0161,1.0,12864.48
429,True,42,970017.75,-0.0087,1.0,36616.3
430,True,15,979885.66,-0.0161,1.0,12864.48
431,True,15,979885.66,-0.0161,1.0,12864.48
432,True,16,998043.62,-0.0015,1.0,13696.88
433,True,15,979885.66,-0.0161,1.0,12864.48
434,True,16,998043.62,-0.0015,1.0,13696.88
435,True,15,979885.66,-0.0161,1.0,12864.48
436,True,15,979885.66,-0.0161,1.0,12864.48
437,True,15,979885.66,-0.0161,1.0,12864.48
438,True,15,975730.86,-0.0195,0.9333,12817.13
439,True,15,975730.86,-0.0195,0.9333,12817.13
440,True,15,979885.66,-0.0161,1.0,12864.48
441,True,15,979885.66,-0.0161,1.0,12864.48
442,True,15,981269.1,-0.015,0.9333,12879.04
443,True,15,979885.66,-0.0161,1.0,12864.48
444,True,15,979885.66,-0.0161,1.0,12864.48
445,True,15,979885.66,-0.0161,1.0,12864.48
446,True,42,965904.79,-0.0099,0.9524,36468.24
447,True,16,998043.62,-0.0015,1.0,13696.88
448,True,15,975730.86,-0.0195,0.9333,12817.13
449,True,15,975730.86,-0.0195,0.9333,12817.13
450,True,15,979885.66,-0.0161,1.0,12864.48
451,True,15,979885.66,-0.0161,1.0,12864.48
452,True,15,979885.66,-0.0161,1.0,12864.48
453,True,15,981269.1,-0.015,0.9333,12879.04
454,True,15,979885.66,-0.0161,1.0,12864.48
455,True,15,979885.66,-0.0161,1.0,12864.48
456,True,15,979885.66,-0.0161,1.0,12864.48
457,True,15,979885.66,-0.0161,1.0,12864.48
458,True,15,979885.66,-0.0161,1.0,12864.48
459,True,16,998043.62,-0.0015,1.0,13696.88
460,True,15,979885.66,-0.0161,1.0,12864.48
461,True,15,979885.66,-0.0161,1.0,12864.48
462,True,15,979885.66,-0.0161,1.0,12864.48
463,True,15,979885.66,-0.0161,1.0,12864.48
464,True,15,979885.66,-0.0161,1.0,12864.48
465,True,15,981269.1,-0.015,0.9333,12879.04
466,True,15,979885.66,-0.0161,1.0,12864.48
467,True,16,998043.62,-0.0015,1.0,13696.88
